,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
50,1.4628372192382812,0.5387639060838425,0.025409555435180663,0.0014880864518758109,40,2,50,"{'max_depth': 40, 'max_features': 2, 'n_estimators': 50}",0.9586529198625321,0.971639716397164,0.974713080464138,0.9695880603186672,0.9630603186671736,0.9675309989273254,0.005856947296472937,55
51,2.112184429168701,0.03555481795134944,0.046606922149658205,0.001505887029329887,40,2,100,"{'max_depth': 40, 'max_features': 2, 'n_estimators': 100}",0.9664888315549822,0.976759767597676,0.9719772197721976,0.9645050921386982,0.9698381653627857,0.9699142238655458,0.004292273258363771,41
52,0.37799510955810545,0.0024745432353548073,0.006004476547241211,7.060733111914305e-06,40,4,10,"{'max_depth': 40, 'max_features': 4, 'n_estimators': 10}",0.946269462694627,0.9630171301713016,0.9679505128384618,0.95617409311911,0.9531970094106192,0.9573220344189886,0.007562107900738338,86
53,1.1318271160125732,0.047992700661472515,0.014803934097290038,0.00040487511077524305,40,4,30,"{'max_depth': 40, 'max_features': 4, 'n_estimators': 30}",0.9489469894698948,0.9678463451301179,0.9740780741140744,0.9585784362765695,0.9601057444126533,0.9619115006605972,0.008552726442132239,78
54,1.8938748359680175,0.05063672121735543,0.023793411254882813,0.0013255534864384318,40,4,50,"{'max_depth': 40, 'max_features': 4, 'n_estimators': 50}",0.9661796617966181,0.970983043163765,0.9702222022220223,0.9613254233444714,0.958765181376178,0.9654959143898518,0.004808399392325529,67
55,3.8542318820953367,0.20843432314391822,0.045194244384765624,0.0009518722149177888,40,4,100,"{'max_depth': 40, 'max_features': 4, 'n_estimators': 100}",0.965282986163195,0.9770181035143682,0.9750480838141715,0.9690495007903319,0.9651486957855633,0.9703099523530515,0.004918422198811017,39
56,0.577208423614502,0.056894525356038624,0.006784248352050781,0.0007295290840313264,40,6,10,"{'max_depth': 40, 'max_features': 6, 'n_estimators': 10}",0.9412735794024608,0.9618162848295151,0.9672430057633911,0.956254126733228,0.9599881950419177,0.9573149182434665,0.008769032554223864,87
57,1.7958134651184081,0.13928560661389808,0.016993188858032228,0.004152564761147088,40,6,30,"{'max_depth': 40, 'max_features': 6, 'n_estimators': 30}",0.9506220062200622,0.9717822178221782,0.9729088957556242,0.9621741131275134,0.9649336054476213,0.9644843062886783,0.00802472866010302,71
58,2.8266850471496583,0.2864204403408574,0.03432903289794922,0.022700965065314323,40,6,50,"{'max_depth': 40, 'max_features': 6, 'n_estimators': 50}",0.9568737354040207,0.974929749297493,0.9726405597389307,0.964109926168991,0.9705809773438178,0.9678270613388193,0.006557720659996734,53
59,5.48734564781189,0.35686681284445587,0.044022321701049805,0.0008973958260951425,40,6,100,"{'max_depth': 40, 'max_features': 6, 'n_estimators': 100}",0.9623337900045668,0.9774622746227462,0.9731780651139845,0.9688227388836645,0.9661958022369396,0.969598845468456,0.005284404794190663,42
60,0.6841117382049561,0.02784771053710353,0.006800651550292969,0.0009847670729993254,40,8,10,"{'max_depth': 40, 'max_features': 8, 'n_estimators': 10}",0.9408819088190882,0.971089710897109,0.9622437891045578,0.9625851190833483,0.9556563756777846,0.9584912869420106,0.010077245139561385,83
61,2.0707427978515627,0.06880708466310304,0.014798593521118165,0.000754597829598719,40,8,30,"{'max_depth': 40, 'max_features': 8, 'n_estimators': 30}",0.9490603239365727,0.9711513781804484,0.970106367730344,0.9601307549170652,0.9633371015826647,0.9627573377326565,0.007991949562125438,76
62,3.4940022945404055,0.08787032743137632,0.02300410270690918,0.0010982791572320082,40,8,50,"{'max_depth': 40, 'max_features': 8, 'n_estimators': 50}",0.9566212328789955,0.9766814334810014,0.9708447084470846,0.9568101936146515,0.9671953887299332,0.9656311319652744,0.007883413980335903,66
63,6.919275760650635,0.24432547922813144,0.0425971508026123,0.0004712018954312134,40,8,100,"{'max_depth': 40, 'max_features': 8, 'n_estimators': 100}",0.9607046070460704,0.9780181135144684,0.9706072060720605,0.9651461947351221,0.9710670148128882,0.9691087765354532,0.005861854855706916,47
64,0.2074061393737793,0.007412925734247188,0.006401205062866211,0.0004872378128529833,80,2,10,"{'max_depth': 80, 'max_features': 2, 'n_estimators': 10}",0.9462461291279579,0.9670971709717098,0.9678346783467835,0.9563916845074931,0.9466584298738804,0.9568464113185076,0.009404413385519728,90
