,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.3927164077758789,0.04216456302223368,0.05044279098510742,0.002436687346738261,0.0001,0.0001,linear,"{'C': 0.0001, 'gamma': 0.0001, 'kernel': 'linear'}",0.965742990763241,0.9752914195808624,0.9721380547138804,0.9658723330465462,0.966709351260863,0.9691512560054959,0.0038718993701002463,130
1,0.5082211017608642,0.017033619953905604,0.0826685905456543,0.005060246723367949,0.0001,0.0001,poly,"{'C': 0.0001, 'gamma': 0.0001, 'kernel': 'poly'}",0.9616562832294989,0.9705447054470545,0.9713230465637991,0.9602741484756933,0.9649152644110526,0.9657431586685816,0.00450536918542666,204
2,0.7657626628875732,0.014864137306652826,0.12860350608825682,0.005262514013509111,0.0001,0.0001,rbf,"{'C': 0.0001, 'gamma': 0.0001, 'kernel': 'rbf'}",0.9646979803131365,0.9733614002806694,0.971153044863782,0.9656255627363493,0.9654171418662506,0.968051402928332,0.0035182431341721464,168
3,0.34878015518188477,0.005676599133763859,0.047918701171875,0.0017521977534516186,0.0001,0.0002782559402207126,linear,"{'C': 0.0001, 'gamma': 0.0002782559402207126, 'kernel': 'linear'}",0.965742990763241,0.9752914195808624,0.9721380547138804,0.9658723330465462,0.966709351260863,0.9691512560054959,0.0038718993701002463,130
4,0.4837992191314697,0.024039593008686796,0.07653131484985351,0.0019933630924743807,0.0001,0.0002782559402207126,poly,"{'C': 0.0001, 'gamma': 0.0002782559402207126, 'kernel': 'poly'}",0.9616562832294989,0.9704413710803774,0.971929719297193,0.9602683126913303,0.9649269359797782,0.9658450082372224,0.004639875140926622,200
5,0.7683184623718262,0.0046689519449753325,0.12642650604248046,0.0040921166263779545,0.0001,0.0002782559402207126,rbf,"{'C': 0.0001, 'gamma': 0.0002782559402207126, 'kernel': 'rbf'}",0.9647063137298041,0.9734764014306809,0.97123304566379,0.9657722910288988,0.9654621607741918,0.9681304169300956,0.003538793360612415,167
6,0.3493825912475586,0.011018016759054835,0.047620534896850586,0.0013229322629318672,0.0001,0.000774263682681127,linear,"{'C': 0.0001, 'gamma': 0.000774263682681127, 'kernel': 'linear'}",0.965742990763241,0.9752914195808624,0.9721380547138804,0.9658723330465462,0.966709351260863,0.9691512560054959,0.0038718993701002463,130
7,0.5756726264953613,0.07551654143562622,0.09654312133789063,0.012389893747979585,0.0001,0.000774263682681127,poly,"{'C': 0.0001, 'gamma': 0.000774263682681127, 'kernel': 'poly'}",0.961726283929506,0.9704413710803774,0.9713280466137995,0.9602683126913304,0.964896923374484,0.9657326568174203,0.004474202461775551,205
8,0.9139049053192139,0.1716834043158075,0.14290776252746581,0.03559620833388946,0.0001,0.000774263682681127,rbf,"{'C': 0.0001, 'gamma': 0.000774263682681127, 'kernel': 'rbf'}",0.9647363140298071,0.9736447364473645,0.971386380530472,0.9661507833289982,0.9654955081134077,0.9682831109652791,0.0035575122959959093,164
9,0.3218991756439209,0.004760657503256712,0.04619221687316895,0.001306380045327806,0.0001,0.002154434690031882,linear,"{'C': 0.0001, 'gamma': 0.002154434690031882, 'kernel': 'linear'}",0.965742990763241,0.9752914195808624,0.9721380547138804,0.9658723330465462,0.966709351260863,0.9691512560054959,0.0038718993701002463,130
10,0.5322104930877686,0.06495298573710521,0.08650665283203125,0.02184586195094635,0.0001,0.002154434690031882,poly,"{'C': 0.0001, 'gamma': 0.002154434690031882, 'kernel': 'poly'}",0.961726283929506,0.9704413710803774,0.9713280466137995,0.9602683126913304,0.964896923374484,0.9657326568174203,0.004474202461775551,205
